chembl_id,smiles,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_molformula,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,np_likeness_score,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb
CHEMBL4081554,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)[C@H](CS)C(N)=O,,,,,,,C184H281N49O59S2,4187.69,,,,,,,4187.69,4184.9936,,,,,,,
CHEMBL4081563,COc1ccc(C(=O)Nc2ccc(CCC(=O)/C=C/c3ccc(OC(C)=O)c(OC(C)=O)c3)cc2)cc1,5.01,3,4.89,4.89,,,C29H27NO7,501.54,7,8,1,1,37,NEUTRAL,501.54,501.1788,-0.03,2,2,108.00,0.24,N,10
CHEMBL4081745,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CCN(S(=O)(=O)N(C)C)CC3)cc2)[C@@H](N(C)C)C1,2.59,2,1.06,2.82,,9.16,C26H38FN5O2S,503.69,5,7,0,0,35,BASE,503.69,503.2730,-1.35,1,1,50.34,0.58,N,7
CHEMBL4081966,CNCCN1CC(NCc2cccc(Br)c2)C1,1.44,1,-1.47,1.84,,9.94,C13H20BrN3,298.23,3,3,2,2,17,BASE,298.23,297.0841,-1.19,0,0,27.30,0.83,N,6
CHEMBL4082074,COc1ccc(Cn2cc(-c3cc(C(F)(F)F)nc(S(C)(=O)=O)n3)ccc2=O)cc1,2.78,3,2.57,2.57,,,C19H16F3N3O4S,439.42,7,7,0,0,30,NEUTRAL,439.42,439.0814,-1.35,0,0,91.15,0.57,N,5
CHEMBL4082932,Cc1cc([C@H]2CN(Cc3c(C)cccc3F)C[C@@H]2N(C)C)ccc1C(=O)N(C)C,3.67,2,2.42,3.96,,8.93,C24H32FN3O,397.54,3,4,0,0,29,BASE,397.54,397.2529,-1.07,0,0,26.79,0.77,N,5
CHEMBL4083381,O=C(/C=C/c1ccc(O)c(O)c1)CCc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,4.47,3,5.16,5.17,9.01,,C24H20N2O6,432.43,6,8,3,3,32,NEUTRAL,432.43,432.1321,-0.22,0,0,129.77,0.21,N,8
CHEMBL4083596,CCCCCCCS(=O)(=O)c1nc(-c2ccc(=O)n(Cc3ccc(OC)c(OC)c3)c2)cc(C(F)(F)F)n1,5.13,3,5.22,5.22,,,C26H30F3N3O5S,553.60,8,8,0,0,38,NEUTRAL,553.60,553.1858,-1.07,2,2,100.38,0.23,N,12
CHEMBL4083941,O=C(CCc1ccc(NC(=O)C2CCCCC2)cc1)CCc1ccc(O)c(O)c1,4.75,2,5.40,5.41,9.29,,C24H29NO4,395.50,4,5,3,3,29,NEUTRAL,395.50,395.2097,-0.18,0,0,86.63,0.56,N,8
CHEMBL4083977,Cc1cc([C@H]2CN(Cc3c(C)cccc3F)C[C@@H]2N(C)C)ccc1C(=O)N1CCN(CCO)CC1,2.72,2,1.49,3.12,,8.94,C28H39FN4O2,482.64,5,6,1,1,35,BASE,482.64,482.3057,-1.14,0,0,50.26,0.66,N,7
CHEMBL4084066,CC(=O)Oc1ccc(CCC(=O)CCc2ccc(NC(=O)C3CCCCC3)cc2)cc1OC(C)=O,5.19,2,5.23,5.23,,,C28H33NO6,479.57,6,7,1,1,35,NEUTRAL,479.57,479.2308,-0.25,1,1,98.77,0.37,N,10
CHEMBL4084352,CNCCN1CCC(NCc2cccc(C(F)(F)F)c2)CC1,2.48,1,-2.21,2.07,,10.02,C16H24F3N3,315.38,3,3,2,2,22,BASE,315.38,315.1922,-1.39,0,0,27.30,0.84,N,6
CHEMBL4084649,Cc1cc([C@H]2CN(Cc3c(C)cccc3F)C[C@@H]2N(C)C)ccc1C(=O)N1CCCC1,4.21,2,2.83,4.37,,8.93,C26H34FN3O,423.58,3,4,0,0,31,BASE,423.58,423.2686,-1.13,0,0,26.79,0.72,N,5
CHEMBL4084829,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N1)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,,,,,,,C157H234N42O47,3461.85,,,,,,,3461.85,3459.7212,,,,,,,
CHEMBL4085084,CS(=O)(=O)c1nc(-c2ccc(=O)n(Cc3ccccc3)c2)cc(C(F)(F)F)n1,2.78,3,2.73,2.73,,,C18H14F3N3O3S,409.39,6,6,0,0,28,NEUTRAL,409.39,409.0708,-1.44,0,0,81.92,0.62,N,4
CHEMBL4085432,Cc1ccc(S(=O)(=O)N2CCN(c3ccc([C@H]4CN(Cc5c(C)cccc5F)C[C@@H]4N(C)C)cc3)CC2)cc1,4.48,3,3.70,5.46,,9.16,C31H39FN4O2S,550.74,5,6,0,0,39,BASE,550.74,550.2778,-1.48,1,1,47.10,0.43,N,7
CHEMBL4085614,Cc1cc([C@H]2CN(Cc3c(C)cccc3F)C[C@@H]2N(C)C)ccc1C(=O)N1CCCN(C)CC1,3.75,2,1.71,3.87,,8.97,C28H39FN4O,466.65,4,5,0,0,34,BASE,466.65,466.3108,-1.21,0,0,30.03,0.67,N,5
CHEMBL4086039,COC(=O)c1cccc(-c2cc(C(F)(F)F)nc(S(C)(=O)=O)n2)c1,2.35,2,2.87,2.87,,,C14H11F3N2O4S,360.31,6,6,0,0,24,NEUTRAL,360.31,360.0392,-1.30,0,0,86.22,0.62,N,3
CHEMBL4086114,COc1ccc(Cn2cc(-c3cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)N(C)C)n3)ccc2=O)cc1OC,3.03,3,2.21,2.21,,,C25H27F3N4O6S,568.57,9,10,0,0,39,NEUTRAL,568.57,568.1603,-1.40,1,1,120.69,0.34,N,10
CHEMBL4086155,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CCN(S(=O)(=O)c4cccc(F)c4)CC3)cc2)[C@@H](N(C)C)C1,4.31,3,3.32,5.09,,9.16,C30H36F2N4O2S,554.71,5,6,0,0,39,BASE,554.71,554.2527,-1.58,1,1,47.10,0.44,N,7
CHEMBL4086317,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C,,,,,,,C154H232N42O45,3391.80,,,,,,,3391.80,3389.7157,,,,,,,
CHEMBL4086440,CC(=O)Oc1ccc(CCC(=O)CCc2ccc(NC(=O)c3ccc(C)cc3)cc2)cc1OC(C)=O,5.23,3,5.48,5.48,,,C29H29NO6,487.55,6,7,1,1,36,NEUTRAL,487.55,487.1995,-0.26,1,1,98.77,0.31,N,10
CHEMBL4087789,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,,,,,,,C153H229N41O47,3394.75,,,,,,,3394.75,3392.6790,,,,,,,
CHEMBL4087938,Cc1cc([C@H]2CN(Cc3c(C)cccc3F)C[C@@H]2N(C)C)ccc1C(=O)NCc1cccnc1,4.30,3,2.70,4.25,,8.94,C28H33FN4O,460.60,4,5,1,1,34,BASE,460.60,460.2638,-1.36,0,0,48.47,0.57,N,7
CHEMBL4088482,CS(=O)(=O)c1nc(-c2cccc(Oc3ccccc3)c2)cc(C(F)(F)F)n1,4.36,3,4.37,4.37,,,C18H13F3N2O3S,394.37,5,5,0,0,27,NEUTRAL,394.37,394.0599,-1.19,0,0,69.15,0.62,N,4
CHEMBL4088708,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C,,,,,,,C157H233N41O46,3430.83,,,,,,,3430.83,3428.7153,,,,,,,
CHEMBL4089190,CS(=O)(=O)c1nc(N=[N+]=[N-])cc(-c2cccs2)n1,2.55,2,2.28,2.39,,,C9H7N5O2S2,281.32,6,7,0,0,18,NEUTRAL,281.32,281.0041,-1.57,0,0,108.68,0.37,N,3
CHEMBL4089429,CC(=O)Oc1ccc(/C=C/C(=O)CCc2ccc(NC(=O)C3CCCCC3)cc2)cc1OC(C)=O,5.27,2,5.31,5.31,,,C28H31NO6,477.56,6,7,1,1,35,NEUTRAL,477.56,477.2151,-0.08,1,1,98.77,0.30,N,9
CHEMBL4089538,CC(=O)N[C@H]1CCN(c2ccc([C@H]3CN(Cc4c(C)cccc4F)C[C@@H]3N(C)C)cc2)C1,3.38,2,1.47,3.23,,9.16,C26H35FN4O,438.59,4,5,1,1,32,BASE,438.59,438.2795,-1.23,0,0,38.82,0.75,N,6
CHEMBL4089620,CC(=O)N[C@@H]1CCN(c2ccc([C@H]3CN(Cc4c(C)cccc4F)C[C@@H]3N(C)C)cc2)C1,3.38,2,1.47,3.23,,9.16,C26H35FN4O,438.59,4,5,1,1,32,BASE,438.59,438.2795,-1.23,0,0,38.82,0.75,N,6
CHEMBL4089823,CNCCN1CC(NCc2cccc(OC(F)(F)F)c2)C1,1.58,1,-0.74,2.51,,9.94,C14H20F3N3O,303.33,4,4,2,2,21,BASE,303.33,303.1558,-1.16,0,0,36.53,0.80,N,7
CHEMBL4089942,CS(=O)(=O)c1nc(-c2ccc(=O)n(Cc3cccc(Cl)c3)c2)cc(C(F)(F)F)n1,3.43,3,3.33,3.33,,,C18H13ClF3N3O3S,443.83,6,6,0,0,29,NEUTRAL,443.83,443.0318,-1.77,0,0,81.92,0.58,N,4
CHEMBL4090123,O=S(=O)(CCc1ccccc1)c1nc(-c2cccs2)cc(C(F)(F)F)n1,4.24,3,4.81,4.81,,,C17H13F3N2O2S2,398.43,5,4,0,0,26,NEUTRAL,398.43,398.0371,-1.75,0,0,59.92,0.60,N,5
CHEMBL4090528,c1ccc(CSc2nc(Sc3ccccn3)c3nnn(Cc4ccccc4)c3n2)cc1,5.11,5,6.68,6.68,,2.23,C23H18N6S2,442.57,8,6,0,0,31,NEUTRAL,442.57,442.1034,-1.94,1,1,69.38,0.20,N,7
CHEMBL4090732,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CC(=O)N4CCCCC4C3)cc2)[C@@H](N(C)C)C1,3.86,2,2.36,4.12,,9.16,C28H37FN4O,464.63,4,5,0,0,34,BASE,464.63,464.2951,-0.90,0,0,30.03,0.67,N,5
CHEMBL4091379,COc1ccc(Cn2cc(-c3cc(C(F)(F)F)nc(S(C)(=O)=O)n3)ccc2=O)cc1OC,2.79,3,2.41,2.41,,,C20H18F3N3O5S,469.44,8,8,0,0,32,NEUTRAL,469.44,469.0919,-1.24,0,0,100.38,0.51,N,6
CHEMBL4091638,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C,,,,,,,C150H224N42O47,3367.69,,,,,,,3367.69,3365.6429,,,,,,,
CHEMBL4091704,COc1ccc(C(=O)Nc2ccc(CCC(=O)CCc3ccc(O)c(O)c3)cc2)cc1,4.49,3,4.99,4.99,9.29,,C25H25NO5,419.48,5,6,3,3,31,NEUTRAL,419.48,419.1733,-0.11,0,0,95.86,0.44,N,9
CHEMBL4091826,CC(=O)Oc1ccc(CCC(=O)CCc2ccc(NC(=O)c3ccccc3)cc2)cc1OC(C)=O,4.92,3,4.97,4.97,,,C28H27NO6,473.53,6,7,1,1,35,NEUTRAL,473.53,473.1838,-0.18,0,0,98.77,0.33,N,10
CHEMBL4092107,CNCCN1CCC(NCc2cccc(Cl)c2)CC1,2.11,1,-2.49,1.80,,10.02,C15H24ClN3,281.83,3,3,2,2,19,BASE,281.83,281.1659,-1.42,0,0,27.30,0.84,N,6
CHEMBL4092330,CCCOc1cccc(Cn2cc(-c3cc(C(F)(F)F)nc(S(C)(=O)=O)n3)ccc2=O)c1,3.56,3,3.45,3.45,,,C21H20F3N3O4S,467.47,7,7,0,0,32,NEUTRAL,467.47,467.1127,-1.55,0,0,91.15,0.49,N,7
CHEMBL4092559,O=C(/C=C/c1ccc(O)c(O)c1)CCc1ccc(NC(=O)c2ccccc2)cc1,4.57,3,5.22,5.23,9.01,,C24H21NO4,387.44,4,5,3,3,29,NEUTRAL,387.44,387.1471,0.12,0,0,86.63,0.41,N,7
CHEMBL4093072,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(N)=O,,,,,,,C150H231N41O48S,3408.80,,,,,,,3408.80,3406.6616,,,,,,,
CHEMBL4093192,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CCN(C(=O)N4CCCC4)CC3)cc2)[C@@H](N(C)C)C1,4.00,2,2.09,3.85,,9.16,C29H40FN5O,493.67,4,6,0,0,36,BASE,493.67,493.3217,-1.14,0,0,33.27,0.63,N,5
CHEMBL4093361,CCN(CC)C(=O)c1ccc([C@H]2CN(Cc3c(C)cccc3F)C[C@@H]2N(C)C)cc1C,4.45,2,3.13,4.68,,8.93,C26H36FN3O,425.59,3,4,0,0,31,BASE,425.59,425.2842,-1.16,0,0,26.79,0.66,N,7
CHEMBL4093871,COCCS(=O)(=O)c1nc(-c2ccc(=O)n(Cc3ccc(OC)c(OC)c3)c2)cc(C(F)(F)F)n1,2.81,3,2.52,2.52,,,C22H22F3N3O6S,513.49,9,9,0,0,35,NEUTRAL,513.49,513.1181,-1.28,1,1,109.61,0.40,N,9
CHEMBL4093911,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CCN(C(=O)c4ccc(Cl)cc4)CC3)cc2)[C@@H](N(C)C)C1,5.28,3,4.03,5.79,,9.16,C31H36ClFN4O,535.11,4,5,0,0,38,BASE,535.11,534.2562,-1.36,2,2,30.03,0.43,N,6
CHEMBL4094078,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCC(=O)NCCCC[C@H](NC(=O)[C@@H](N)Cc2cnc[nH]2)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C,,,,,,,C150H232N42O47,3375.75,,,,,,,3375.75,3373.7055,,,,,,,
CHEMBL4094127,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CCC(N4CCOCC4)CC3)cc2)[C@@H](N(C)C)C1,3.96,2,1.81,4.07,,9.18,C29H41FN4O,480.67,5,5,0,0,35,BASE,480.67,480.3264,-1.20,0,0,22.19,0.62,N,6
CHEMBL4094196,CC(=O)Oc1ccc(CCC(=O)CCc2ccc(NC(=O)Cc3cccs3)cc2)cc1OC(C)=O,4.91,3,4.86,4.86,13.93,,C27H27NO6S,493.58,7,7,1,1,35,NEUTRAL,493.58,493.1559,-0.68,0,0,98.77,0.30,N,11
CHEMBL4094795,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CCN(c4ncccn4)CC3)cc2)[C@@H](N(C)C)C1,3.78,3,2.99,4.75,,9.16,C28H35FN6,474.63,6,6,0,0,35,BASE,474.63,474.2907,-1.31,0,0,38.74,0.54,N,6
CHEMBL4094876,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CCC(C#N)CC3)cc2)[C@@H](N(C)C)C1,4.40,2,2.63,4.39,,9.16,C26H33FN4,420.58,4,4,0,0,31,BASE,420.58,420.2689,-1.21,0,0,33.51,0.72,N,5
CHEMBL4095938,COc1ccc(C(=O)Nc2ccc(CCC(=O)/C=C/c3ccc(O)c(O)c3)cc2)cc1,4.57,3,5.06,5.07,9.01,,C25H23NO5,417.46,5,6,3,3,31,NEUTRAL,417.46,417.1576,0.09,0,0,95.86,0.37,N,8
CHEMBL4096202,Cc1cccc(-c2cc(C(F)(F)F)nc(S(C)(=O)=O)n2)c1,2.87,2,3.38,3.38,,,C13H11F3N2O2S,316.30,4,4,0,0,21,NEUTRAL,316.30,316.0493,-1.61,0,0,59.92,0.80,N,2
CHEMBL4096416,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)NCCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N1)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,,,,,,,C162H236N42O48,3539.92,,,,,,,3539.92,3537.7317,,,,,,,
CHEMBL4096482,CNCCN1CCC(NCc2cccc(-c3ccccc3)c2)CC1,3.13,2,-1.68,2.84,,10.07,C21H29N3,323.48,3,3,2,2,24,BASE,323.48,323.2361,-0.81,0,0,27.30,0.82,N,7
CHEMBL4096569,Cc1cc([C@H]2CN(Cc3c(C)cccc3F)C[C@@H]2N(C)C)ccc1C(=O)NCCN1CCN(C)CC1,2.95,2,1.50,3.60,,8.97,C29H42FN5O,495.69,5,6,1,1,36,BASE,495.69,495.3373,-1.30,0,0,42.06,0.61,N,8
CHEMBL4097138,CC(=O)Oc1ccc(/C=C/C(=O)CCc2ccc(NC(=O)c3ccccc3)cc2)cc1OC(C)=O,5.00,3,5.05,5.05,,,C28H25NO6,471.51,6,7,1,1,35,NEUTRAL,471.51,471.1682,-0.01,1,1,98.77,0.27,N,9
CHEMBL4097336,Cc1cccc(F)c1CN1C[C@H](c2ccc(N3CCC(C)CC3)cc2)[C@@H](N(C)C)C1,4.90,2,3.63,5.40,,9.16,C26H36FN3,409.59,3,3,0,0,30,BASE,409.59,409.2893,-1.08,0,0,9.72,0.70,N,5
CHEMBL4097560,CNCCN1CC(OCc2cccc(OC(F)(F)F)c2)C1,2.01,1,0.36,2.82,,9.93,C14H19F3N2O2,304.31,4,4,1,1,21,BASE,304.31,304.1399,-1.02,0,0,33.73,0.84,N,7
CHEMBL4097672,CS(=O)(=O)c1nc(-c2ccc(=O)n(Cc3cccc(O)c3)c2)cc(C(F)(F)F)n1,2.48,3,2.42,2.42,9.41,,C18H14F3N3O4S,425.39,7,7,1,1,29,NEUTRAL,425.39,425.0657,-1.23,0,0,102.15,0.64,N,4
CHEMBL4097841,CCS(=O)(=O)c1nc(-c2cccs2)cc(C(F)(F)F)n1,3.02,2,3.15,3.15,,,C11H9F3N2O2S2,322.33,5,4,0,0,20,NEUTRAL,322.33,322.0058,-2.29,0,0,59.92,0.82,N,3
CHEMBL4098240,Cc1cccc(F)c1CN1C[C@H](c2ccc(N(C)C3CCN(C)CC3)cc2)[C@@H](N(C)C)C1,4.19,2,1.06,4.29,,9.34,C27H39FN4,438.64,4,4,0,0,32,BASE,438.64,438.3159,-1.05,0,0,12.96,0.67,N,6
CHEMBL4098465,CNCCN1CC(NCc2cccc(Cl)c2)C1,1.33,1,-1.60,1.68,,9.94,C13H20ClN3,253.78,3,3,2,2,17,BASE,253.78,253.1346,-1.40,0,0,27.30,0.80,N,6
